"","subject","calculation","readingtype","activitydescription","average"
"875",6,"std","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.209502174375
"876",6,"std","BodyAccJerkMag","WALKING_UPSTAIRS",-0.169970363039216
"877",6,"std","BodyAccMag","LAYING",-0.901350112894737
"878",6,"std","BodyAccMag","SITTING",-0.935559929272727
"879",6,"std","BodyAccMag","STANDING",-0.941937178596491
"880",6,"std","BodyAccMag","WALKING",-0.344208630438597
"881",6,"std","BodyAccMag","WALKING_DOWNSTAIRS",0.259117335614583
"882",6,"std","BodyAccMag","WALKING_UPSTAIRS",-0.150656158942157
"883",6,"std","BodyBodyAccJerkMag","LAYING",-0.951552664035088
"884",6,"std","BodyBodyAccJerkMag","SITTING",-0.947304700363636
"885",6,"std","BodyBodyAccJerkMag","STANDING",-0.95538157877193
"886",6,"std","BodyBodyAccJerkMag","WALKING",-0.0964999702982456
"887",6,"std","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.15480886140625
"888",6,"std","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.177734840922353
"889",6,"std","BodyBodyGyroJerkMag","LAYING",-0.955504654561404
"890",6,"std","BodyBodyGyroJerkMag","SITTING",-0.951196693454545
"891",6,"std","BodyBodyGyroJerkMag","STANDING",-0.952088499473684
"892",6,"std","BodyBodyGyroJerkMag","WALKING",-0.408078906482456
"893",6,"std","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.145733545496458
"894",6,"std","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.455937719019608
"895",6,"std","BodyBodyGyroMag","LAYING",-0.928694890175439
"896",6,"std","BodyBodyGyroMag","SITTING",-0.929549141636364
"897",6,"std","BodyBodyGyroMag","STANDING",-0.923108761578947
"898",6,"std","BodyBodyGyroMag","WALKING",-0.510648322631579
"899",6,"std","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.242353857320833
"900",6,"std","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.318173892545098
"901",6,"std","BodyGyro","LAYING",-0.948803650672515
"902",6,"std","BodyGyro","SITTING",-0.949469065363636
"903",6,"std","BodyGyro","STANDING",-0.947940385467836
"904",6,"std","BodyGyro","WALKING",-0.420067391666667
"905",6,"std","BodyGyro","WALKING_DOWNSTAIRS",-0.213246061633681
"906",6,"std","BodyGyro","WALKING_UPSTAIRS",-0.305923098586275
"907",6,"std","BodyGyroJerk","LAYING",-0.952606499824561
"908",6,"std","BodyGyroJerk","SITTING",-0.954761067454545
"909",6,"std","BodyGyroJerk","STANDING",-0.957201311345029
"910",6,"std","BodyGyroJerk","WALKING",-0.255225200639181
"911",6,"std","BodyGyroJerk","WALKING_DOWNSTAIRS",0.0130122965222222
"912",6,"std","BodyGyroJerk","WALKING_UPSTAIRS",-0.281357401853856
"913",6,"std","BodyGyroJerkMag","LAYING",-0.953157001578947
"914",6,"std","BodyGyroJerkMag","SITTING",-0.950150571818182
"915",6,"std","BodyGyroJerkMag","STANDING",-0.952536233859649
"916",6,"std","BodyGyroJerkMag","WALKING",-0.364708342315789
"917",6,"std","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.111228416159583
"918",6,"std","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.440079851313725
"919",6,"std","BodyGyroMag","LAYING",-0.920914497017544
"920",6,"std","BodyGyroMag","SITTING",-0.921259472727273
"921",6,"std","BodyGyroMag","STANDING",-0.915891572982456
"922",6,"std","BodyGyroMag","WALKING",-0.36560291677193
"923",6,"std","BodyGyroMag","WALKING_DOWNSTAIRS",-0.0426276750979167
"924",6,"std","BodyGyroMag","WALKING_UPSTAIRS",-0.199893710196078
"925",6,"std","GravityAcc","LAYING",-0.925013001754386
"926",6,"std","GravityAcc","SITTING",-0.968408065454545
"927",6,"std","GravityAcc","STANDING",-0.965609076783626
"928",6,"std","GravityAcc","WALKING",-0.966411163450292
"929",6,"std","GravityAcc","WALKING_DOWNSTAIRS",-0.940787545069444
"930",6,"std","GravityAcc","WALKING_UPSTAIRS",-0.926165486797386
"931",6,"std","GravityAccMag","LAYING",-0.897326245964912
"932",6,"std","GravityAccMag","SITTING",-0.931572655636364
"933",6,"std","GravityAccMag","STANDING",-0.939310249649123
"934",6,"std","GravityAccMag","WALKING",-0.266734167368421
"935",6,"std","GravityAccMag","WALKING_DOWNSTAIRS",0.373611914166667
"936",6,"std","GravityAccMag","WALKING_UPSTAIRS",-0.0791508842176471
"937",7,"mean","BodyAcc","LAYING",-0.454309223044231
"938",7,"mean","BodyAcc","SITTING",-0.443544005779792
"939",7,"mean","BodyAcc","STANDING",-0.448124077152516
"940",7,"mean","BodyAcc","WALKING",-0.0370990898945322
"941",7,"mean","BodyAcc","WALKING_DOWNSTAIRS",-0.0122400279843972
"942",7,"mean","BodyAcc","WALKING_UPSTAIRS",-0.159646272877778
"943",7,"mean","BodyAccJerk","LAYING",-0.468943707518494
"944",7,"mean","BodyAccJerk","SITTING",-0.470870937704444
"945",7,"mean","BodyAccJerk","STANDING",-0.47340355614066
"946",7,"mean","BodyAccJerk","WALKING",-0.0876433959855263
"947",7,"mean","BodyAccJerk","WALKING_DOWNSTAIRS",-0.0969177683347518
"948",7,"mean","BodyAccJerk","WALKING_UPSTAIRS",-0.250318331952941
"949",7,"mean","BodyAccJerkMag","LAYING",-0.980127239615385
"950",7,"mean","BodyAccJerkMag","SITTING",-0.976559676458333
"951",7,"mean","BodyAccJerkMag","STANDING",-0.973381306226415
"952",7,"mean","BodyAccJerkMag","WALKING",-0.192948900438596
"953",7,"mean","BodyAccJerkMag","WALKING_DOWNSTAIRS",-0.170319619372979
"954",7,"mean","BodyAccJerkMag","WALKING_UPSTAIRS",-0.458695232352941
"955",7,"mean","BodyAccMag","LAYING",-0.932184452240385
"956",7,"mean","BodyAccMag","SITTING",-0.913694441666667
"957",7,"mean","BodyAccMag","STANDING",-0.944168054811321
"958",7,"mean","BodyAccMag","WALKING",-0.124526346761404
"959",7,"mean","BodyAccMag","WALKING_DOWNSTAIRS",0.119395297388298
"960",7,"mean","BodyAccMag","WALKING_UPSTAIRS",-0.288346599773529
"961",7,"mean","BodyBodyAccJerkMag","LAYING",-0.968066259230769
"962",7,"mean","BodyBodyAccJerkMag","SITTING",-0.970954184166667
"963",7,"mean","BodyBodyAccJerkMag","STANDING",-0.967417888301887
"964",7,"mean","BodyBodyAccJerkMag","WALKING",-0.0384187298547368
"965",7,"mean","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.067389886106383
"966",7,"mean","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.45478324745098
"967",7,"mean","BodyBodyGyroJerkMag","LAYING",-0.974117912115385
"968",7,"mean","BodyBodyGyroJerkMag","SITTING",-0.978634991458333
"969",7,"mean","BodyBodyGyroJerkMag","STANDING",-0.973671168679245
"970",7,"mean","BodyBodyGyroJerkMag","WALKING",-0.155339855862632
"971",7,"mean","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.289096677191489
"972",7,"mean","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.673327281960784
"973",7,"mean","BodyBodyGyroMag","LAYING",-0.941130719230769
"974",7,"mean","BodyBodyGyroMag","SITTING",-0.933081955208333
"975",7,"mean","BodyBodyGyroMag","STANDING",-0.93870498490566
"976",7,"mean","BodyBodyGyroMag","WALKING",-0.192909765467895
"977",7,"mean","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.255045057404255
"978",7,"mean","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.533982945882353
"979",7,"mean","BodyGyro","LAYING",-0.474778691794263
"980",7,"mean","BodyGyro","SITTING",-0.484172004352153
"981",7,"mean","BodyGyro","STANDING",-0.479053788470094
"982",7,"mean","BodyGyro","WALKING",-0.142401328365614
"983",7,"mean","BodyGyro","WALKING_DOWNSTAIRS",-0.148596185857057
"984",7,"mean","BodyGyro","WALKING_UPSTAIRS",-0.226998755355327
"985",7,"mean","BodyGyroJerk","LAYING",-0.0696747218429487
"986",7,"mean","BodyGyroJerk","SITTING",-0.0596388926416667
"987",7,"mean","BodyGyroJerk","STANDING",-0.0619909096509434
"988",7,"mean","BodyGyroJerk","WALKING",-0.0726673706851228
"989",7,"mean","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.0589549043659574
"990",7,"mean","BodyGyroJerk","WALKING_UPSTAIRS",-0.0687792483372549
"991",7,"mean","BodyGyroJerkMag","LAYING",-0.983008829038462
"992",7,"mean","BodyGyroJerkMag","SITTING",-0.981665122291667
"993",7,"mean","BodyGyroJerkMag","STANDING",-0.977377083018868
"994",7,"mean","BodyGyroJerkMag","WALKING",-0.300022779964912
"995",7,"mean","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.399229959148936
"996",7,"mean","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.661969771960784
"997",7,"mean","BodyGyroMag","LAYING",-0.915793634807692
"998",7,"mean","BodyGyroMag","SITTING",-0.897870535
"999",7,"mean","BodyGyroMag","STANDING",-0.943425564528302
"1000",7,"mean","BodyGyroMag","WALKING",-0.305959351403509
"1001",7,"mean","BodyGyroMag","WALKING_DOWNSTAIRS",-0.18874081887234
"1002",7,"mean","BodyGyroMag","WALKING_UPSTAIRS",-0.239099165627451
"1003",7,"mean","GravityAcc","LAYING",0.266055950320513
"1004",7,"mean","GravityAcc","SITTING",0.346733305290278
"1005",7,"mean","GravityAcc","STANDING",0.263154755622642
"1006",7,"mean","GravityAcc","WALKING",0.204207514855561
"1007",7,"mean","GravityAcc","WALKING_DOWNSTAIRS",0.215272140385816
"1008",7,"mean","GravityAcc","WALKING_UPSTAIRS",0.0580653020915033
"1009",7,"mean","GravityAccMag","LAYING",-0.936392023846154
"1010",7,"mean","GravityAccMag","SITTING",-0.918432107083333
"1011",7,"mean","GravityAccMag","STANDING",-0.942724659245283
"1012",7,"mean","GravityAccMag","WALKING",-0.0978090439438596
"1013",7,"mean","GravityAccMag","WALKING_DOWNSTAIRS",0.0198795285851064
"1014",7,"mean","GravityAccMag","WALKING_UPSTAIRS",-0.198074437978431
"1015",7,"std","BodyAcc","LAYING",-0.937195628974359
"1016",7,"std","BodyAcc","SITTING",-0.910041371559028
"1017",7,"std","BodyAcc","STANDING",-0.938631927264151
"1018",7,"std","BodyAcc","WALKING",-0.0962189527982749
"1019",7,"std","BodyAcc","WALKING_DOWNSTAIRS",-0.0588392185757092
"1020",7,"std","BodyAcc","WALKING_UPSTAIRS",-0.252084321873203
"1021",7,"std","BodyAccJerk","LAYING",-0.976928882692308
"1022",7,"std","BodyAccJerk","SITTING",-0.975735627708333
"1023",7,"std","BodyAccJerk","STANDING",-0.972397881886792
"1024",7,"std","BodyAccJerk","WALKING",-0.191586285266316
"1025",7,"std","BodyAccJerk","WALKING_DOWNSTAIRS",-0.223549999214362
"1026",7,"std","BodyAccJerk","WALKING_UPSTAIRS",-0.52265734748366
"1027",7,"std","BodyAccJerkMag","LAYING",-0.967310932307692
"1028",7,"std","BodyAccJerkMag","SITTING",-0.970243274166667
"1029",7,"std","BodyAccJerkMag","STANDING",-0.968566356037736
"1030",7,"std","BodyAccJerkMag","WALKING",-0.027557329277193
"1031",7,"std","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.0901836280510638
"1032",7,"std","BodyAccJerkMag","WALKING_UPSTAIRS",-0.471265710980392
"1033",7,"std","BodyAccMag","LAYING",-0.908790988036538
"1034",7,"std","BodyAccMag","SITTING",-0.884436629010417
"1035",7,"std","BodyAccMag","STANDING",-0.935439060943396
"1036",7,"std","BodyAccMag","WALKING",-0.27513074445614
"1037",7,"std","BodyAccMag","WALKING_DOWNSTAIRS",0.117994062889043
"1038",7,"std","BodyAccMag","WALKING_UPSTAIRS",-0.375025857058824
"1039",7,"std","BodyBodyAccJerkMag","LAYING",-0.965359228076923
"1040",7,"std","BodyBodyAccJerkMag","SITTING",-0.9684948675
"1041",7,"std","BodyBodyAccJerkMag","STANDING",-0.969092161886792
"1042",7,"std","BodyBodyAccJerkMag","WALKING",-0.022138358
"1043",7,"std","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.107856840302128
"1044",7,"std","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.497441363137255
"1045",7,"std","BodyBodyGyroJerkMag","LAYING",-0.969403035384615
"1046",7,"std","BodyBodyGyroJerkMag","SITTING",-0.97496593875
"1047",7,"std","BodyBodyGyroJerkMag","STANDING",-0.971899418301887
"1048",7,"std","BodyBodyGyroJerkMag","WALKING",-0.0841663774087719
"1049",7,"std","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.353544695678723
"1050",7,"std","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.704090967843137
"1051",7,"std","BodyBodyGyroMag","LAYING",-0.918892518653846
"1052",7,"std","BodyBodyGyroMag","SITTING",-0.895804978125
"1053",7,"std","BodyBodyGyroMag","STANDING",-0.919848139056604
"1054",7,"std","BodyBodyGyroMag","WALKING",-0.343894914947368
"1055",7,"std","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.396909651702128
"1056",7,"std","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.444994481882353
"1057",7,"std","BodyGyro","LAYING",-0.953574364839744
"1058",7,"std","BodyGyro","SITTING",-0.940635609826389
"1059",7,"std","BodyGyro","STANDING",-0.949095826981132
"1060",7,"std","BodyGyro","WALKING",-0.408028335277778
"1061",7,"std","BodyGyro","WALKING_DOWNSTAIRS",-0.396831736404255
"1062",7,"std","BodyGyro","WALKING_UPSTAIRS",-0.437915762647059
"1063",7,"std","BodyGyroJerk","LAYING",-0.979730946025641
"1064",7,"std","BodyGyroJerk","SITTING",-0.978782797222222
"1065",7,"std","BodyGyroJerk","STANDING",-0.973662648616352
"1066",7,"std","BodyGyroJerk","WALKING",-0.281368892990058
"1067",7,"std","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.411817198353191
"1068",7,"std","BodyGyroJerk","WALKING_UPSTAIRS",-0.656746858169935
"1069",7,"std","BodyGyroJerkMag","LAYING",-0.971205137884615
"1070",7,"std","BodyGyroJerkMag","SITTING",-0.976214430208333
"1071",7,"std","BodyGyroJerkMag","STANDING",-0.97210793
"1072",7,"std","BodyGyroJerkMag","WALKING",-0.0953401161070176
"1073",7,"std","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.29477867693617
"1074",7,"std","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.67642807254902
"1075",7,"std","BodyGyroMag","LAYING",-0.918662459038462
"1076",7,"std","BodyGyroMag","SITTING",-0.898063314375
"1077",7,"std","BodyGyroMag","STANDING",-0.918438958867924
"1078",7,"std","BodyGyroMag","WALKING",-0.19828316695614
"1079",7,"std","BodyGyroMag","WALKING_DOWNSTAIRS",-0.259751603446809
"1080",7,"std","BodyGyroMag","WALKING_UPSTAIRS",-0.418144852156863
"1081",7,"std","GravityAcc","LAYING",-0.943891267916667
"1082",7,"std","GravityAcc","SITTING",-0.923707077777778
"1083",7,"std","GravityAcc","STANDING",-0.964413839119497
"1084",7,"std","GravityAcc","WALKING",-0.967138399005848
"1085",7,"std","GravityAcc","WALKING_DOWNSTAIRS",-0.948770375177305
"1086",7,"std","GravityAcc","WALKING_UPSTAIRS",-0.918091072810458
"1087",7,"std","GravityAccMag","LAYING",-0.907039513153846
"1088",7,"std","GravityAccMag","SITTING",-0.881957619770833
"1089",7,"std","GravityAccMag","STANDING",-0.933590156792453
"1090",7,"std","GravityAccMag","WALKING",-0.198554708385965
"1091",7,"std","GravityAccMag","WALKING_DOWNSTAIRS",0.214544028088723
"1092",7,"std","GravityAccMag","WALKING_UPSTAIRS",-0.33474460745098
"1093",8,"mean","BodyAcc","LAYING",-0.45197399962642
"1094",8,"mean","BodyAcc","SITTING",-0.45474899772029
"1095",8,"mean","BodyAcc","STANDING",-0.454989535869753
"1096",8,"mean","BodyAcc","WALKING",-0.00337831344961806
"1097",8,"mean","BodyAcc","WALKING_DOWNSTAIRS",0.139895470412719
"1098",8,"mean","BodyAcc","WALKING_UPSTAIRS",0.0232645264735772
"1099",8,"mean","BodyAccJerk","LAYING",-0.469476407191111
"1100",8,"mean","BodyAccJerk","SITTING",-0.481129727544957
"1101",8,"mean","BodyAccJerk","STANDING",-0.476323192063704
"1102",8,"mean","BodyAccJerk","WALKING",-0.0882421018037847
"1103",8,"mean","BodyAccJerk","WALKING_DOWNSTAIRS",0.0892623112811404
"1104",8,"mean","BodyAccJerk","WALKING_UPSTAIRS",-0.0974474051295935
"1105",8,"mean","BodyAccJerkMag","LAYING",-0.97314748962963
"1106",8,"mean","BodyAccJerkMag","SITTING",-0.986061512173913
"1107",8,"mean","BodyAccJerkMag","STANDING",-0.984920797777778
"1108",8,"mean","BodyAccJerkMag","WALKING",-0.0668322430433333
"1109",8,"mean","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.262628490268421
"1110",8,"mean","BodyAccJerkMag","WALKING_UPSTAIRS",-0.141494613465854
"1111",8,"mean","BodyAccMag","LAYING",-0.933794139703704
"1112",8,"mean","BodyAccMag","SITTING",-0.950060743913044
"1113",8,"mean","BodyAccMag","STANDING",-0.953754477407407
"1114",8,"mean","BodyAccMag","WALKING",-0.0217693274666667
"1115",8,"mean","BodyAccMag","WALKING_DOWNSTAIRS",0.239113034567105
"1116",8,"mean","BodyAccMag","WALKING_UPSTAIRS",-0.00461894492804878
"1117",8,"mean","BodyBodyAccJerkMag","LAYING",-0.961792852407407
"1118",8,"mean","BodyBodyAccJerkMag","SITTING",-0.980932292391304
"1119",8,"mean","BodyBodyAccJerkMag","STANDING",-0.979745872037037
"1120",8,"mean","BodyBodyAccJerkMag","WALKING",-0.123834409766667
"1121",8,"mean","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.331528459921053
"1122",8,"mean","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.131850567460976
"1123",8,"mean","BodyBodyGyroJerkMag","LAYING",-0.968403945925926
"1124",8,"mean","BodyBodyGyroJerkMag","SITTING",-0.987730604130435
"1125",8,"mean","BodyBodyGyroJerkMag","STANDING",-0.983709233333333
"1126",8,"mean","BodyBodyGyroJerkMag","WALKING",-0.473026230833333
"1127",8,"mean","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.125179586744737
"1128",8,"mean","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.46327057804878
"1129",8,"mean","BodyBodyGyroMag","LAYING",-0.944528950555556
"1130",8,"mean","BodyBodyGyroMag","SITTING",-0.965806789347826
"1131",8,"mean","BodyBodyGyroMag","STANDING",-0.964564224074074
"1132",8,"mean","BodyBodyGyroMag","WALKING",-0.301241848645833
"1133",8,"mean","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.00036272967368421
"1134",8,"mean","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.229610952609756
"1135",8,"mean","BodyGyro","LAYING",-0.47139529663179
"1136",8,"mean","BodyGyro","SITTING",-0.499872103021739
"1137",8,"mean","BodyGyro","STANDING",-0.484012542305247
"1138",8,"mean","BodyGyro","WALKING",-0.0860020202984722
"1139",8,"mean","BodyGyro","WALKING_DOWNSTAIRS",-0.00733692464140351
"1140",8,"mean","BodyGyro","WALKING_UPSTAIRS",-0.045234033651626
"1141",8,"mean","BodyGyroJerk","LAYING",-0.0716102810932099
"1142",8,"mean","BodyGyroJerk","SITTING",-0.0590518753768116
"1143",8,"mean","BodyGyroJerk","STANDING",-0.0647083223308642
"1144",8,"mean","BodyGyroJerk","WALKING",-0.0732143061493056
"1145",8,"mean","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.0584052159861404
"1146",8,"mean","BodyGyroJerk","WALKING_UPSTAIRS",-0.0789247631634146
"1147",8,"mean","BodyGyroJerkMag","LAYING",-0.978438191296296
"1148",8,"mean","BodyGyroJerkMag","SITTING",-0.991807428043478
"1149",8,"mean","BodyGyroJerkMag","STANDING",-0.987580587777778
"1150",8,"mean","BodyGyroJerkMag","WALKING",-0.339129269583333
"1151",8,"mean","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.126189142894737
"1152",8,"mean","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.400664014146341
"1153",8,"mean","BodyGyroMag","LAYING",-0.924253348518518
"1154",8,"mean","BodyGyroMag","SITTING",-0.93268224326087
"1155",8,"mean","BodyGyroMag","STANDING",-0.952848496851852
"1156",8,"mean","BodyGyroMag","WALKING",-0.00310243820125
"1157",8,"mean","BodyGyroMag","WALKING_DOWNSTAIRS",0.0993429744078947
"1158",8,"mean","BodyGyroMag","WALKING_UPSTAIRS",0.166447991
"1159",8,"mean","GravityAcc","LAYING",0.301274645987654
"1160",8,"mean","GravityAcc","SITTING",0.445481393543478
"1161",8,"mean","GravityAcc","STANDING",0.256423456602716
"1162",8,"mean","GravityAcc","WALKING",0.170072105457104
"1163",8,"mean","GravityAcc","WALKING_DOWNSTAIRS",0.194865106678772
"1164",8,"mean","GravityAcc","WALKING_UPSTAIRS",0.125573422147154
"1165",8,"mean","GravityAccMag","LAYING",-0.935308633888889
"1166",8,"mean","GravityAccMag","SITTING",-0.952139704347826
"1167",8,"mean","GravityAccMag","STANDING",-0.953762884074074
"1168",8,"mean","GravityAccMag","WALKING",0.0516786278104167
"1169",8,"mean","GravityAccMag","WALKING_DOWNSTAIRS",0.176599311818421
"1170",8,"mean","GravityAccMag","WALKING_UPSTAIRS",0.121026629195122
"1171",8,"std","BodyAcc","LAYING",-0.935488730432099
"1172",8,"std","BodyAcc","SITTING",-0.946981287692029
"1173",8,"std","BodyAcc","STANDING",-0.949753423117284
"1174",8,"std","BodyAcc","WALKING",0.0138514192190972
"1175",8,"std","BodyAcc","WALKING_DOWNSTAIRS",0.121551982672368
"1176",8,"std","BodyAcc","WALKING_UPSTAIRS",0.0936877501223577
"1177",8,"std","BodyAccJerk","LAYING",-0.973281930833333
"1178",8,"std","BodyAccJerk","SITTING",-0.98456615173913
"1179",8,"std","BodyAccJerk","STANDING",-0.983618913518518
"1180",8,"std","BodyAccJerk","WALKING",-0.127991473013889
"1181",8,"std","BodyAccJerk","WALKING_DOWNSTAIRS",0.147784361927632
"1182",8,"std","BodyAccJerk","WALKING_UPSTAIRS",-0.245359044347154
"1183",8,"std","BodyAccJerkMag","LAYING",-0.962954517222222
"1184",8,"std","BodyAccJerkMag","SITTING",-0.980667377391304
"1185",8,"std","BodyAccJerkMag","STANDING",-0.979932239074074
"1186",8,"std","BodyAccJerkMag","WALKING",-0.184571053979167
"1187",8,"std","BodyAccJerkMag","WALKING_DOWNSTAIRS",0.2534082561
"1188",8,"std","BodyAccJerkMag","WALKING_UPSTAIRS",-0.228296364146341
"1189",8,"std","BodyAccMag","LAYING",-0.915254154712963
"1190",8,"std","BodyAccMag","SITTING",-0.930832427815217
"1191",8,"std","BodyAccMag","STANDING",-0.937907685772222
"1192",8,"std","BodyAccMag","WALKING",-0.270613130570833
"1193",8,"std","BodyAccMag","WALKING_DOWNSTAIRS",-0.0124016131710526
"1194",8,"std","BodyAccMag","WALKING_UPSTAIRS",-0.318241552963415
"1195",8,"std","BodyBodyAccJerkMag","LAYING",-0.963791094259259
"1196",8,"std","BodyBodyAccJerkMag","SITTING",-0.97932021173913
"1197",8,"std","BodyBodyAccJerkMag","STANDING",-0.979135440925926
"1198",8,"std","BodyBodyAccJerkMag","WALKING",-0.276436130125
"1199",8,"std","BodyBodyAccJerkMag","WALKING_DOWNSTAIRS",0.134734731236842
"1200",8,"std","BodyBodyAccJerkMag","WALKING_UPSTAIRS",-0.379266499780488
"1201",8,"std","BodyBodyGyroJerkMag","LAYING",-0.971793279814815
"1202",8,"std","BodyBodyGyroJerkMag","SITTING",-0.986147262608696
"1203",8,"std","BodyBodyGyroJerkMag","STANDING",-0.981832336296296
"1204",8,"std","BodyBodyGyroJerkMag","WALKING",-0.581240190833333
"1205",8,"std","BodyBodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.26298447
"1206",8,"std","BodyBodyGyroJerkMag","WALKING_UPSTAIRS",-0.575733290731707
"1207",8,"std","BodyBodyGyroMag","LAYING",-0.93678697
"1208",8,"std","BodyBodyGyroMag","SITTING",-0.953251156521739
"1209",8,"std","BodyBodyGyroMag","STANDING",-0.954119826296296
"1210",8,"std","BodyBodyGyroMag","WALKING",-0.327459577895833
"1211",8,"std","BodyBodyGyroMag","WALKING_DOWNSTAIRS",-0.255590314210526
"1212",8,"std","BodyBodyGyroMag","WALKING_UPSTAIRS",-0.183325647134146
"1213",8,"std","BodyGyro","LAYING",-0.962277992685185
"1214",8,"std","BodyGyro","SITTING",-0.972090714456522
"1215",8,"std","BodyGyro","STANDING",-0.972460449567901
"1216",8,"std","BodyGyro","WALKING",-0.175780623730903
"1217",8,"std","BodyGyro","WALKING_DOWNSTAIRS",-0.163467858099561
"1218",8,"std","BodyGyro","WALKING_UPSTAIRS",-0.0485388215890244
"1219",8,"std","BodyGyroJerk","LAYING",-0.977237244320988
"1220",8,"std","BodyGyroJerk","SITTING",-0.989127443188406
"1221",8,"std","BodyGyroJerk","STANDING",-0.985450917222222
"1222",8,"std","BodyGyroJerk","WALKING",-0.354195140770833
"1223",8,"std","BodyGyroJerk","WALKING_DOWNSTAIRS",-0.175981663971053
"1224",8,"std","BodyGyroJerk","WALKING_UPSTAIRS",-0.420037674715447
"1225",8,"std","BodyGyroJerkMag","LAYING",-0.969029111666667
"1226",8,"std","BodyGyroJerkMag","SITTING",-0.986756670869565
"1227",8,"std","BodyGyroJerkMag","STANDING",-0.982460332222222
"1228",8,"std","BodyGyroJerkMag","WALKING",-0.502957255416667
"1229",8,"std","BodyGyroJerkMag","WALKING_DOWNSTAIRS",-0.157484866842105
"1230",8,"std","BodyGyroJerkMag","WALKING_UPSTAIRS",-0.493975031707317
"1231",8,"std","BodyGyroMag","LAYING",-0.932470764444444
"1232",8,"std","BodyGyroMag","SITTING",-0.953001632173913
"1233",8,"std","BodyGyroMag","STANDING",-0.95322478962963
"1234",8,"std","BodyGyroMag","WALKING",-0.238746703958333
"1235",8,"std","BodyGyroMag","WALKING_DOWNSTAIRS",-0.0466291872078947
"1236",8,"std","BodyGyroMag","WALKING_UPSTAIRS",-0.109327923829268
"1237",8,"std","GravityAcc","LAYING",-0.939566497395062
"1238",8,"std","GravityAcc","SITTING",-0.946565200021739
"1239",8,"std","GravityAcc","STANDING",-0.954962748333333
"1240",8,"std","GravityAcc","WALKING",-0.962724553541667
"1241",8,"std","GravityAcc","WALKING_DOWNSTAIRS",-0.928179169561404
"1242",8,"std","GravityAcc","WALKING_UPSTAIRS",-0.911291428943089
"1243",8,"std","GravityAccMag","LAYING",-0.91325033
"1244",8,"std","GravityAccMag","SITTING",-0.929943615630435
"1245",8,"std","GravityAccMag","STANDING",-0.937187185222222
"1246",8,"std","GravityAccMag","WALKING",-0.1804072826
"1247",8,"std","GravityAccMag","WALKING_DOWNSTAIRS",0.131337867236842
"1248",8,"std","GravityAccMag","WALKING_UPSTAIRS",-0.227200254219512
"1249",9,"mean","BodyAcc","LAYING",-0.449338683217
"1250",9,"mean","BodyAcc","SITTING",-0.436227776516667
"1251",9,"mean","BodyAcc","STANDING",-0.448534864033704
"1252",9,"mean","BodyAcc","WALKING",-0.108933651152817
"1253",9,"mean","BodyAcc","WALKING_DOWNSTAIRS",0.000133061134734127
"1254",9,"mean","BodyAcc","WALKING_UPSTAIRS",-0.169126968744493
"1255",9,"mean","BodyAccJerk","LAYING",-0.465285763950067
"1256",9,"mean","BodyAccJerk","SITTING",-0.4671638124025
"1257",9,"mean","BodyAccJerk","STANDING",-0.46944914475663
"1258",9,"mean","BodyAccJerk","WALKING",-0.164284049347788
