"subject" "calculation" "readingtype" "activitydescription" "average"
8 "std" "GravityAcc" "SITTING" -0.946565200021739
8 "std" "GravityAcc" "STANDING" -0.954962748333333
8 "std" "GravityAcc" "WALKING" -0.962724553541667
8 "std" "GravityAcc" "WALKING_DOWNSTAIRS" -0.928179169561404
8 "std" "GravityAcc" "WALKING_UPSTAIRS" -0.911291428943089
8 "std" "GravityAccMag" "LAYING" -0.91325033
8 "std" "GravityAccMag" "SITTING" -0.929943615630435
8 "std" "GravityAccMag" "STANDING" -0.937187185222222
8 "std" "GravityAccMag" "WALKING" -0.1804072826
8 "std" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.131337867236842
8 "std" "GravityAccMag" "WALKING_UPSTAIRS" -0.227200254219512
9 "mean" "BodyAcc" "LAYING" -0.449338683217
9 "mean" "BodyAcc" "SITTING" -0.436227776516667
9 "mean" "BodyAcc" "STANDING" -0.448534864033704
9 "mean" "BodyAcc" "WALKING" -0.108933651152817
9 "mean" "BodyAcc" "WALKING_DOWNSTAIRS" 0.000133061134734127
9 "mean" "BodyAcc" "WALKING_UPSTAIRS" -0.169126968744493
9 "mean" "BodyAccJerk" "LAYING" -0.465285763950067
9 "mean" "BodyAccJerk" "SITTING" -0.4671638124025
9 "mean" "BodyAccJerk" "STANDING" -0.46944914475663
9 "mean" "BodyAccJerk" "WALKING" -0.164284049347788
9 "mean" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.0932873549805556
9 "mean" "BodyAccJerk" "WALKING_UPSTAIRS" -0.257919306713061
9 "mean" "BodyAccJerkMag" "LAYING" -0.9633745492
9 "mean" "BodyAccJerkMag" "SITTING" -0.964383757
9 "mean" "BodyAccJerkMag" "STANDING" -0.969524578888889
9 "mean" "BodyAccJerkMag" "WALKING" -0.203733615519231
9 "mean" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" -0.16237608927619
9 "mean" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.440667540204082
9 "mean" "BodyAccMag" "LAYING" -0.9287363664
9 "mean" "BodyAccMag" "SITTING" -0.8955399574
9 "mean" "BodyAccMag" "STANDING" -0.945748827111111
9 "mean" "BodyAccMag" "WALKING" -0.208442536162942
9 "mean" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.184045149467857
9 "mean" "BodyAccMag" "WALKING_UPSTAIRS" -0.316808965204082
9 "mean" "BodyBodyAccJerkMag" "LAYING" -0.9543205856
9 "mean" "BodyBodyAccJerkMag" "SITTING" -0.9530504408
9 "mean" "BodyBodyAccJerkMag" "STANDING" -0.963242884
9 "mean" "BodyBodyAccJerkMag" "WALKING" -0.316870715576923
9 "mean" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.00716877883571429
9 "mean" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.419533108571429
9 "mean" "BodyBodyGyroJerkMag" "LAYING" -0.9558062546
9 "mean" "BodyBodyGyroJerkMag" "SITTING" -0.9683155878
9 "mean" "BodyBodyGyroJerkMag" "STANDING" -0.967491628
9 "mean" "BodyBodyGyroJerkMag" "WALKING" -0.602581618269231
9 "mean" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.463172053809524
9 "mean" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.734159449387755
9 "mean" "BodyBodyGyroMag" "LAYING" -0.9186053356
9 "mean" "BodyBodyGyroMag" "SITTING" -0.9344377378
9 "mean" "BodyBodyGyroMag" "STANDING" -0.929769067777778
9 "mean" "BodyBodyGyroMag" "WALKING" -0.513797480384615
9 "mean" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.347540226666667
9 "mean" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.531482693877551
9 "mean" "BodyGyro" "LAYING" -0.482658755816
9 "mean" "BodyGyro" "SITTING" -0.472214104017867
9 "mean" "BodyGyro" "STANDING" -0.467291906088481
9 "mean" "BodyGyro" "WALKING" -0.182095107450641
9 "mean" "BodyGyro" "WALKING_DOWNSTAIRS" -0.15572257630119
9 "mean" "BodyGyro" "WALKING_UPSTAIRS" -0.200055143400136
9 "mean" "BodyGyroJerk" "LAYING" -0.0627826614226667
9 "mean" "BodyGyroJerk" "SITTING" -0.064191914022
9 "mean" "BodyGyroJerk" "STANDING" -0.0651306581940741
9 "mean" "BodyGyroJerk" "WALKING" -0.0599631380697436
9 "mean" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.0740533652626984
9 "mean" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.0407938318982313
9 "mean" "BodyGyroJerkMag" "LAYING" -0.964524819
9 "mean" "BodyGyroJerkMag" "SITTING" -0.9733641366
9 "mean" "BodyGyroJerkMag" "STANDING" -0.969824044222222
9 "mean" "BodyGyroJerkMag" "WALKING" -0.510253995769231
9 "mean" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.469028434047619
9 "mean" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.672840561836735
9 "mean" "BodyGyroMag" "LAYING" -0.9071250998
9 "mean" "BodyGyroMag" "SITTING" -0.9032355368
9 "mean" "BodyGyroMag" "STANDING" -0.921030223111111
9 "mean" "BodyGyroMag" "WALKING" -0.294542266826923
9 "mean" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.168921400633333
9 "mean" "BodyGyroMag" "WALKING_UPSTAIRS" -0.0833234490061224
9 "mean" "GravityAcc" "LAYING" 0.0861553368666667
9 "mean" "GravityAcc" "SITTING" 0.320053928950067
9 "mean" "GravityAcc" "STANDING" 0.320029126034593
9 "mean" "GravityAcc" "WALKING" 0.268192261553974
9 "mean" "GravityAcc" "WALKING_DOWNSTAIRS" 0.273637044626746
9 "mean" "GravityAcc" "WALKING_UPSTAIRS" 0.199614376156463
9 "mean" "GravityAccMag" "LAYING" -0.9308684376
9 "mean" "GravityAccMag" "SITTING" -0.8933617176
9 "mean" "GravityAccMag" "STANDING" -0.945167482444444
9 "mean" "GravityAccMag" "WALKING" -0.0980840496143461
9 "mean" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.145886357935714
9 "mean" "GravityAccMag" "WALKING_UPSTAIRS" -0.260727581428571
9 "std" "BodyAcc" "LAYING" -0.9325203489
9 "std" "BodyAcc" "SITTING" -0.884481661727333
9 "std" "BodyAcc" "STANDING" -0.943989819185185
9 "std" "BodyAcc" "WALKING" -0.162300538683141
9 "std" "BodyAcc" "WALKING_DOWNSTAIRS" -0.0101093090503968
9 "std" "BodyAcc" "WALKING_UPSTAIRS" -0.304770552219048
9 "std" "BodyAccJerk" "LAYING" -0.9637082938
9 "std" "BodyAccJerk" "SITTING" -0.9622212618
9 "std" "BodyAccJerk" "STANDING" -0.969418191333333
9 "std" "BodyAccJerk" "WALKING" -0.285190237410224
9 "std" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.237218246575794
9 "std" "BodyAccJerk" "WALKING_UPSTAIRS" -0.527350107993197
9 "std" "BodyAccJerkMag" "LAYING" -0.9550268052
9 "std" "BodyAccJerkMag" "SITTING" -0.9517802432
9 "std" "BodyAccJerkMag" "STANDING" -0.963764177777778
9 "std" "BodyAccJerkMag" "WALKING" -0.317113487115385
9 "std" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.039907818552381
9 "std" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.445485397959184
9 "std" "BodyAccMag" "LAYING" -0.918528269277
9 "std" "BodyAccMag" "SITTING" -0.8664644728
9 "std" "BodyAccMag" "STANDING" -0.938185278444444
9 "std" "BodyAccMag" "WALKING" -0.446660361634615
9 "std" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.176993649385
9 "std" "BodyAccMag" "WALKING_UPSTAIRS" -0.455075749285714
9 "std" "BodyBodyAccJerkMag" "LAYING" -0.9550947122
9 "std" "BodyBodyAccJerkMag" "SITTING" -0.9493949814
9 "std" "BodyBodyAccJerkMag" "STANDING" -0.963593159555556
9 "std" "BodyBodyAccJerkMag" "WALKING" -0.322337536730769
9 "std" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.0705526138333333
9 "std" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.484935752040816
9 "std" "BodyBodyGyroJerkMag" "LAYING" -0.9522904702
9 "std" "BodyBodyGyroJerkMag" "SITTING" -0.9659970148
9 "std" "BodyBodyGyroJerkMag" "STANDING" -0.964770799111111
9 "std" "BodyBodyGyroJerkMag" "WALKING" -0.624351923653846
9 "std" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.485158906904762
9 "std" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.787781590816326
9 "std" "BodyBodyGyroMag" "LAYING" -0.9034005814
9 "std" "BodyBodyGyroMag" "SITTING" -0.9064712292
9 "std" "BodyBodyGyroMag" "STANDING" -0.910909659555556
9 "std" "BodyBodyGyroMag" "WALKING" -0.562714528653846
9 "std" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.424170737142857
9 "std" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.456841325204082
9 "std" "BodyGyro" "LAYING" -0.944277968433333
9 "std" "BodyGyro" "SITTING" -0.935831994166667
9 "std" "BodyGyro" "STANDING" -0.936593159148148
9 "std" "BodyGyro" "WALKING" -0.424943878044872
9 "std" "BodyGyro" "WALKING_DOWNSTAIRS" -0.360213732111349
9 "std" "BodyGyro" "WALKING_UPSTAIRS" -0.293704367114558
9 "std" "BodyGyroJerk" "LAYING" -0.9615251458
9 "std" "BodyGyroJerk" "SITTING" -0.968399561266667
9 "std" "BodyGyroJerk" "STANDING" -0.964622901851852
9 "std" "BodyGyroJerk" "WALKING" -0.511355677051282
9 "std" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.458503772063492
9 "std" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.675379503401361
9 "std" "BodyGyroJerkMag" "LAYING" -0.9528015598
9 "std" "BodyGyroJerkMag" "SITTING" -0.9663610734
9 "std" "BodyGyroJerkMag" "STANDING" -0.965287050888889
9 "std" "BodyGyroJerkMag" "WALKING" -0.599866472692308
9 "std" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.455855425238095
9 "std" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.748651255510204
9 "std" "BodyGyroMag" "LAYING" -0.8985578738
9 "std" "BodyGyroMag" "SITTING" -0.9066063206
9 "std" "BodyGyroMag" "STANDING" -0.908291403111111
9 "std" "BodyGyroMag" "WALKING" -0.489725811538462
9 "std" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.322331464761905
9 "std" "BodyGyroMag" "WALKING_UPSTAIRS" -0.425839761428571
9 "std" "GravityAcc" "LAYING" -0.954340080333333
9 "std" "GravityAcc" "SITTING" -0.929195496206667
9 "std" "GravityAcc" "STANDING" -0.96464077437037
9 "std" "GravityAcc" "WALKING" -0.969246130769231
9 "std" "GravityAcc" "WALKING_DOWNSTAIRS" -0.921696358968254
9 "std" "GravityAcc" "WALKING_UPSTAIRS" -0.916590652517007
9 "std" "GravityAccMag" "LAYING" -0.91512680016
9 "std" "GravityAccMag" "SITTING" -0.8637564342
9 "std" "GravityAccMag" "STANDING" -0.936105010444444
9 "std" "GravityAccMag" "WALKING" -0.37942877
9 "std" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.265120131365238
9 "std" "GravityAccMag" "WALKING_UPSTAIRS" -0.400222037142857
10 "mean" "BodyAcc" "LAYING" -0.458176575882184
10 "mean" "BodyAcc" "SITTING" -0.45812031050929
10 "mean" "BodyAcc" "STANDING" -0.4492677645
10 "mean" "BodyAcc" "WALKING" -0.0534145532443396
10 "mean" "BodyAcc" "WALKING_DOWNSTAIRS" 0.0377552398359649
10 "mean" "BodyAcc" "WALKING_UPSTAIRS" -0.057521680064539
10 "mean" "BodyAccJerk" "LAYING" -0.47049418301158
10 "mean" "BodyAccJerk" "SITTING" -0.479144049491481
10 "mean" "BodyAccJerk" "STANDING" -0.464995607849697
10 "mean" "BodyAccJerk" "WALKING" -0.0779124775313522
10 "mean" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.0111449508570175
10 "mean" "BodyAccJerk" "WALKING_UPSTAIRS" -0.153523508870922
10 "mean" "BodyAccJerkMag" "LAYING" -0.976234435172414
10 "mean" "BodyAccJerkMag" "SITTING" -0.988054237592593
10 "mean" "BodyAccJerkMag" "STANDING" -0.965163818409091
10 "mean" "BodyAccJerkMag" "WALKING" -0.132624992298283
10 "mean" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.0507010228431579
10 "mean" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.262038042446809
10 "mean" "BodyAccMag" "LAYING" -0.953814964396552
10 "mean" "BodyAccMag" "SITTING" -0.958019105185185
10 "mean" "BodyAccMag" "STANDING" -0.946049537727273
10 "mean" "BodyAccMag" "WALKING" -0.110212327174528
10 "mean" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.235479736381579
10 "mean" "BodyAccMag" "WALKING_UPSTAIRS" -0.0967645255251064
10 "mean" "BodyBodyAccJerkMag" "LAYING" -0.968561121551724
10 "mean" "BodyBodyAccJerkMag" "SITTING" -0.985900801111111
10 "mean" "BodyBodyAccJerkMag" "STANDING" -0.951633690454545
10 "mean" "BodyBodyAccJerkMag" "WALKING" 0.0205189516981132
10 "mean" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.156978047052632
10 "mean" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.153553147382979
10 "mean" "BodyBodyGyroJerkMag" "LAYING" -0.960976821551724
10 "mean" "BodyBodyGyroJerkMag" "SITTING" -0.992191529259259
10 "mean" "BodyBodyGyroJerkMag" "STANDING" -0.965614081363636
10 "mean" "BodyBodyGyroJerkMag" "WALKING" -0.515065335849057
10 "mean" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.484196484736842
10 "mean" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.600582998297872
10 "mean" "BodyBodyGyroMag" "LAYING" -0.937692642586207
10 "mean" "BodyBodyGyroMag" "SITTING" -0.974459732592593
10 "mean" "BodyBodyGyroMag" "STANDING" -0.937786743409091
10 "mean" "BodyBodyGyroMag" "WALKING" -0.412616909622642
10 "mean" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.312347510289474
10 "mean" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.265371689148936
10 "mean" "BodyGyro" "LAYING" -0.478347958056149
10 "mean" "BodyGyro" "SITTING" -0.495783123191358
10 "mean" "BodyGyro" "STANDING" -0.474643560881288
10 "mean" "BodyGyro" "WALKING" -0.117374642133783
10 "mean" "BodyGyro" "WALKING_DOWNSTAIRS" -0.101141345591711
10 "mean" "BodyGyro" "WALKING_UPSTAIRS" -0.108549326133688
10 "mean" "BodyGyroJerk" "LAYING" -0.0660875125770115
10 "mean" "BodyGyroJerk" "SITTING" -0.0610727827479012
10 "mean" "BodyGyroJerk" "STANDING" -0.0667764626530303
10 "mean" "BodyGyroJerk" "WALKING" -0.0785854514836478
10 "mean" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.0617851723587719
10 "mean" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.0769831884095745
10 "mean" "BodyGyroJerkMag" "LAYING" -0.970830848965517
10 "mean" "BodyGyroJerkMag" "SITTING" -0.993707487592593
10 "mean" "BodyGyroJerkMag" "STANDING" -0.971637661590909
10 "mean" "BodyGyroJerkMag" "WALKING" -0.440363636603774
10 "mean" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.401854311315789
10 "mean" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.523462968510638
10 "mean" "BodyGyroMag" "LAYING" -0.937590998793103
10 "mean" "BodyGyroMag" "SITTING" -0.944202043703704
10 "mean" "BodyGyroMag" "STANDING" -0.929787259772727
10 "mean" "BodyGyroMag" "WALKING" -0.156458730358491
10 "mean" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.0238468037578947
10 "mean" "BodyGyroMag" "WALKING_UPSTAIRS" 0.0438573846851064
10 "mean" "GravityAcc" "LAYING" -0.20782968091954
10 "mean" "GravityAcc" "SITTING" 0.317720332006173
10 "mean" "GravityAcc" "STANDING" 0.315182341150758
10 "mean" "GravityAcc" "WALKING" 0.31139735754717
10 "mean" "GravityAcc" "WALKING_DOWNSTAIRS" 0.305687628361404
10 "mean" "GravityAcc" "WALKING_UPSTAIRS" 0.299348923258702
10 "mean" "GravityAccMag" "LAYING" -0.956781819655172
10 "mean" "GravityAccMag" "SITTING" -0.96075719962963
10 "mean" "GravityAccMag" "STANDING" -0.951988907954545
10 "mean" "GravityAccMag" "WALKING" -0.127400912069811
10 "mean" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.250843769394737
10 "mean" "GravityAccMag" "WALKING_UPSTAIRS" -0.0266623294757447
10 "std" "BodyAcc" "LAYING" -0.958036721356322
10 "std" "BodyAcc" "SITTING" -0.954984978490741
10 "std" "BodyAcc" "STANDING" -0.947024195265151
10 "std" "BodyAcc" "WALKING" -0.228090731807547
10 "std" "BodyAcc" "WALKING_DOWNSTAIRS" 0.0181988233953947
10 "std" "BodyAcc" "WALKING_UPSTAIRS" -0.083139972795461
10 "std" "BodyAccJerk" "LAYING" -0.974467053045977
10 "std" "BodyAccJerk" "SITTING" -0.986444396018519
10 "std" "BodyAccJerk" "STANDING" -0.96249316875
10 "std" "BodyAccJerk" "WALKING" -0.179659870271918
10 "std" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.0987540034039035
10 "std" "BodyAccJerk" "WALKING_UPSTAIRS" -0.347638720737376
10 "std" "BodyAccJerkMag" "LAYING" -0.967556980689655
10 "std" "BodyAccJerkMag" "SITTING" -0.985209856296296
10 "std" "BodyAccJerkMag" "STANDING" -0.952058214545455
10 "std" "BodyAccJerkMag" "WALKING" 0.037608338009434
10 "std" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.110877231263158
10 "std" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.226010197889362
10 "std" "BodyAccMag" "LAYING" -0.942303314568966
10 "std" "BodyAccMag" "SITTING" -0.94059077212963
10 "std" "BodyAccMag" "STANDING" -0.941156390454545
10 "std" "BodyAccMag" "WALKING" -0.278037170015094
10 "std" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.0476619606697368
10 "std" "BodyAccMag" "WALKING_UPSTAIRS" -0.286487507447617
10 "std" "BodyBodyAccJerkMag" "LAYING" -0.965377553448276
10 "std" "BodyBodyAccJerkMag" "SITTING" -0.983266741481482
10 "std" "BodyBodyAccJerkMag" "STANDING" -0.952105964545455
10 "std" "BodyBodyAccJerkMag" "WALKING" 0.0502087634986792
10 "std" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 0.0380266696789474
10 "std" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.334365043829787
10 "std" "BodyBodyGyroJerkMag" "LAYING" -0.960772875517241
10 "std" "BodyBodyGyroJerkMag" "SITTING" -0.991409100925926
10 "std" "BodyBodyGyroJerkMag" "STANDING" -0.965055815454545
10 "std" "BodyBodyGyroJerkMag" "WALKING" -0.517675799056604
10 "std" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.544988519210526
10 "std" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.67129056212766
10 "std" "BodyBodyGyroMag" "LAYING" -0.933701315344828
10 "std" "BodyBodyGyroMag" "SITTING" -0.962459956111111
10 "std" "BodyBodyGyroMag" "STANDING" -0.922961550454545
10 "std" "BodyBodyGyroMag" "WALKING" -0.499759796981132
10 "std" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.387780104447368
10 "std" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.166969377765957
10 "std" "BodyGyro" "LAYING" -0.963435144137931
10 "std" "BodyGyro" "SITTING" -0.978233821882716
10 "std" "BodyGyro" "STANDING" -0.948668729924242
10 "std" "BodyGyro" "WALKING" -0.295927047201258
10 "std" "BodyGyro" "WALKING_DOWNSTAIRS" -0.247433014420175
10 "std" "BodyGyro" "WALKING_UPSTAIRS" -0.19354324851383
10 "std" "BodyGyroJerk" "LAYING" -0.972156973735632
10 "std" "BodyGyroJerk" "SITTING" -0.991723655061728
10 "std" "BodyGyroJerk" "STANDING" -0.965287865227273
10 "std" "BodyGyroJerk" "WALKING" -0.401608847924528
10 "std" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.371924835482456
10 "std" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.504721733617021
10 "std" "BodyGyroJerkMag" "LAYING" -0.959632931551724
10 "std" "BodyGyroJerkMag" "SITTING" -0.991696196481481
10 "std" "BodyGyroJerkMag" "STANDING" -0.964409410454545
10 "std" "BodyGyroJerkMag" "WALKING" -0.501027916603774
10 "std" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.494105756315789
10 "std" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.618272355319149
10 "std" "BodyGyroMag" "LAYING" -0.927471165517241
10 "std" "BodyGyroMag" "SITTING" -0.963064577592593
10 "std" "BodyGyroMag" "STANDING" -0.920486810227273
10 "std" "BodyGyroMag" "WALKING" -0.402025135660377
10 "std" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.280382850552632
10 "std" "BodyGyroMag" "WALKING_UPSTAIRS" -0.113062673542979
10 "std" "GravityAcc" "LAYING" -0.961426246787356
10 "std" "GravityAcc" "SITTING" -0.958572293703704
10 "std" "GravityAcc" "STANDING" -0.975416622272727
10 "std" "GravityAcc" "WALKING" -0.967804202075472
10 "std" "GravityAcc" "WALKING_DOWNSTAIRS" -0.926118887192982
10 "std" "GravityAcc" "WALKING_UPSTAIRS" -0.920333776028369
10 "std" "GravityAccMag" "LAYING" -0.940301654482759
10 "std" "GravityAccMag" "SITTING" -0.939669591481481
10 "std" "GravityAccMag" "STANDING" -0.937264537954545
10 "std" "GravityAccMag" "WALKING" -0.185602396067925
10 "std" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.156998205421053
10 "std" "GravityAccMag" "WALKING_UPSTAIRS" -0.211537480214383
11 "mean" "BodyAcc" "LAYING" -0.462439254380702
11 "mean" "BodyAcc" "SITTING" -0.456668221700629
11 "mean" "BodyAcc" "STANDING" -0.466391844173759
11 "mean" "BodyAcc" "WALKING" -0.157817746691073
11 "mean" "BodyAcc" "WALKING_DOWNSTAIRS" -0.0258257515917029
11 "mean" "BodyAcc" "WALKING_UPSTAIRS" -0.172512222015741
11 "mean" "BodyAccJerk" "LAYING" -0.474445231862953
11 "mean" "BodyAccJerk" "SITTING" -0.474185554649528
11 "mean" "BodyAccJerk" "STANDING" -0.47874271844617
11 "mean" "BodyAccJerk" "WALKING" -0.217547752412994
11 "mean" "BodyAccJerk" "WALKING_DOWNSTAIRS" -0.122624063101449
11 "mean" "BodyAccJerk" "WALKING_UPSTAIRS" -0.274697657426482
11 "mean" "BodyAccJerkMag" "LAYING" -0.983330628421053
11 "mean" "BodyAccJerkMag" "SITTING" -0.97935563509434
11 "mean" "BodyAccJerkMag" "STANDING" -0.989242377234043
11 "mean" "BodyAccJerkMag" "WALKING" -0.402333202033898
11 "mean" "BodyAccJerkMag" "WALKING_DOWNSTAIRS" -0.198206139934783
11 "mean" "BodyAccJerkMag" "WALKING_UPSTAIRS" -0.509587701296296
11 "mean" "BodyAccMag" "LAYING" -0.977307592368421
11 "mean" "BodyAccMag" "SITTING" -0.957518386415094
11 "mean" "BodyAccMag" "STANDING" -0.983554625106383
11 "mean" "BodyAccMag" "WALKING" -0.373418767288136
11 "mean" "BodyAccMag" "WALKING_DOWNSTAIRS" 0.10825420746087
11 "mean" "BodyAccMag" "WALKING_UPSTAIRS" -0.234327825583333
11 "mean" "BodyBodyAccJerkMag" "LAYING" -0.976940774561403
11 "mean" "BodyBodyAccJerkMag" "SITTING" -0.975315331509434
11 "mean" "BodyBodyAccJerkMag" "STANDING" -0.988636595319149
11 "mean" "BodyBodyAccJerkMag" "WALKING" -0.395116134237288
11 "mean" "BodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" -0.097454996626087
11 "mean" "BodyBodyAccJerkMag" "WALKING_UPSTAIRS" -0.475928501666667
11 "mean" "BodyBodyGyroJerkMag" "LAYING" -0.985978837192982
11 "mean" "BodyBodyGyroJerkMag" "SITTING" -0.987255972641509
11 "mean" "BodyBodyGyroJerkMag" "STANDING" -0.992981019787234
11 "mean" "BodyBodyGyroJerkMag" "WALKING" -0.751914457457627
11 "mean" "BodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.668340527608696
11 "mean" "BodyBodyGyroJerkMag" "WALKING_UPSTAIRS" -0.795986113703704
11 "mean" "BodyBodyGyroMag" "LAYING" -0.967093356491228
11 "mean" "BodyBodyGyroMag" "SITTING" -0.969799951132076
11 "mean" "BodyBodyGyroMag" "STANDING" -0.982576519787234
11 "mean" "BodyBodyGyroMag" "WALKING" -0.610222628813559
11 "mean" "BodyBodyGyroMag" "WALKING_DOWNSTAIRS" -0.456170108913043
11 "mean" "BodyBodyGyroMag" "WALKING_UPSTAIRS" -0.55009966
11 "mean" "BodyGyro" "LAYING" -0.471496253627719
11 "mean" "BodyGyro" "SITTING" -0.493591723176101
11 "mean" "BodyGyro" "STANDING" -0.496315334723404
11 "mean" "BodyGyro" "WALKING" -0.255830498355383
11 "mean" "BodyGyro" "WALKING_DOWNSTAIRS" -0.202385404183696
11 "mean" "BodyGyro" "WALKING_UPSTAIRS" -0.300433371371914
11 "mean" "BodyGyroJerk" "LAYING" -0.0700774645906433
11 "mean" "BodyGyroJerk" "SITTING" -0.0615543997660377
11 "mean" "BodyGyroJerk" "STANDING" -0.0638639484042553
11 "mean" "BodyGyroJerk" "WALKING" -0.0591684732016949
11 "mean" "BodyGyroJerk" "WALKING_DOWNSTAIRS" -0.0371412552768116
11 "mean" "BodyGyroJerk" "WALKING_UPSTAIRS" -0.0608613865984568
11 "mean" "BodyGyroJerkMag" "LAYING" -0.990641248245614
11 "mean" "BodyGyroJerkMag" "SITTING" -0.989519031132076
11 "mean" "BodyGyroJerkMag" "STANDING" -0.993428183617021
11 "mean" "BodyGyroJerkMag" "WALKING" -0.63073270559322
11 "mean" "BodyGyroJerkMag" "WALKING_DOWNSTAIRS" -0.599294760652174
11 "mean" "BodyGyroJerkMag" "WALKING_UPSTAIRS" -0.757314813888889
11 "mean" "BodyGyroMag" "LAYING" -0.952523752105263
11 "mean" "BodyGyroMag" "SITTING" -0.951884472075472
11 "mean" "BodyGyroMag" "STANDING" -0.979978011489362
11 "mean" "BodyGyroMag" "WALKING" -0.421801673559322
11 "mean" "BodyGyroMag" "WALKING_DOWNSTAIRS" -0.19788336026087
11 "mean" "BodyGyroMag" "WALKING_UPSTAIRS" -0.255048336944444
11 "mean" "GravityAcc" "LAYING" 0.306935366654971
11 "mean" "GravityAcc" "SITTING" 0.424737266674214
11 "mean" "GravityAcc" "STANDING" 0.303526751560284
11 "mean" "GravityAcc" "WALKING" 0.289491932096045
11 "mean" "GravityAcc" "WALKING_DOWNSTAIRS" 0.291265382934783
11 "mean" "GravityAcc" "WALKING_UPSTAIRS" 0.231894325944444
11 "mean" "GravityAccMag" "LAYING" -0.980621180175439
11 "mean" "GravityAccMag" "SITTING" -0.961970763773585
11 "mean" "GravityAccMag" "STANDING" -0.984853836595745
11 "mean" "GravityAccMag" "WALKING" -0.288323472033898
11 "mean" "GravityAccMag" "WALKING_DOWNSTAIRS" 0.126227657258696
11 "mean" "GravityAccMag" "WALKING_UPSTAIRS" -0.132594623759259
11 "std" "BodyAcc" "LAYING" -0.976477492836257
